切	母	呼	紐	韻	聲	調	組	音	等	水	攝	轉	尾	舒	仄	Unnamed: 3	ini	niu	rime	tone	coda
精合仙入	精母	合		仙韻	入聲	齒	精	全清	三	先	山	外	ㄣ尾	0	1		c		e		n
來灰去	來母			灰韻	去聲	舌		次濁	一	灰	蟹	外	ㄟ尾	1	1		l		uoi	̃	
來灰平	來母			灰韻	平聲	舌		次濁	一	灰	蟹	外	ㄟ尾	1	0		l		uoi		
並佳上	並母			佳韻	上聲	唇	幫	全濁	二	佳	蟹	外	ㄟ尾	1	1		b		e	̇	
影覃入	影母			覃韻	入聲	喉	影	全清	一	覃	咸	外	ㄇ尾	0	1		v		v		m
來模上	來母			模韻	上聲	舌		次濁	一	虞	遇	内	ㄡ尾	1	1		l		o	̇	
泥開一歌平	泥母	開		一歌韻	平聲	舌	端	次濁	一	歌	果	内		1	0		n		a		
邪合仙平	邪母	合		仙韻	平聲	齒	精	全濁	三	先	山	外	ㄣ尾	1	0		zs		e		n
見合B脂上	見母	合	B紐	脂韻	上聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	l	i	̇	
以開蒸入	以母	開		蒸韻	入聲	喉		次濁	三	蒸	曾	内	ㄥ尾	0	1		y		y		ng
見一東去	見母			一東韻	去聲	牙	見	全清	一	東	通	内	ㄥ尾	1	1		k		o	̃	ng
見覃上	見母			覃韻	上聲	牙	見	全清	一	覃	咸	外	ㄇ尾	1	1		k		v	̇	m
透開齊平	透母	開		齊韻	平聲	舌	端	次清	四	齊	蟹	外	ㄟ尾	1	0		th		e		
來開登入	來母	開		登韻	入聲	舌		次濁	一	蒸	曾	内	ㄥ尾	0	1		l		v		ng
滂B脂平	滂母		B紐	脂韻	平聲	唇	幫	次清	三	支	止	内	ㄟ尾	1	0		ph	l	i		
匣模上	匣母			模韻	上聲	喉	影	全濁	一	虞	遇	内	ㄡ尾	1	1		g		o	̇	
端模上	端母			模韻	上聲	舌	端	全清	一	虞	遇	内	ㄡ尾	1	1		t		o	̇	
來覃入	來母			覃韻	入聲	舌		次濁	一	覃	咸	外	ㄇ尾	0	1		l		v		m
影咍上	影母			咍韻	上聲	喉	影	全清	一	灰	蟹	外	ㄟ尾	1	1		v		vi	̇	
影灰去	影母			灰韻	去聲	喉	影	全清	一	灰	蟹	外	ㄟ尾	1	1		v		uoi	̃	
滂虞平	滂母			虞韻	平聲	唇	幫	次清	三	虞	遇	内	ㄡ尾	1	0		ph		uo		
羣B侵平	羣母		B紐	侵韻	平聲	牙	見	全濁	三	侵	深	内	ㄇ尾	1	0		g	l	i		m
溪談入	溪母			談韻	入聲	牙	見	次清	一	覃	咸	外	ㄇ尾	0	1		kh		a		m
疑合B支平	疑母	合	B紐	支韻	平聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	0		ng	l	e		
以尤上	以母			尤韻	上聲	喉		次濁	三	尤	流	内	ㄡ尾	1	1		y		u	̇	
清合眞平	清母	合		眞韻	平聲	齒	精	次清	三	真	臻	外	ㄣ尾	1	0		ch		i		n
精合眞去	精母	合		眞韻	去聲	齒	精	全清	三	真	臻	外	ㄣ尾	1	1		c		i	̃	n
莊肴上	莊母			肴韻	上聲	齒	莊	全清	二	肴	效	外	ㄡ尾	1	1		c		a	̇	
云尤上	云母			尤韻	上聲	喉	影	次濁	三	尤	流	内	ㄡ尾	1	1		w		u	̇	
生合仙入	生母	合		仙韻	入聲	齒	莊	全清	三	先	山	外	ㄣ尾	0	1		s		e		n
溪合皆去	溪母	合		皆韻	去聲	牙	見	次清	二	佳	蟹	外	ㄟ尾	1	1		kh		ei	̃	
曉開唐入	曉母	開		唐韻	入聲	喉	影	全清	一	陽	宕	内	ㄥ尾	0	1		h		a		ng
匣開夬去	匣母	開		夬韻	去聲	喉	影	全濁	二	佳	蟹	外	ㄟ尾	1	1		g		ai	̃	
見咍去	見母			咍韻	去聲	牙	見	全清	一	灰	蟹	外	ㄟ尾	1	1		k		vi	̃	
以合仙上	以母	合		仙韻	上聲	喉		次濁	三	先	山	外	ㄣ尾	1	1		y		e	̇	n
匣合二麻去	匣母	合		二麻韻	去聲	喉	影	全濁	二	麻	假	外		1	1		g		a	̃	
曉開B脂去	曉母	開	B紐	脂韻	去聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		h	l	i	̃	
章鍾平	章母			鍾韻	平聲	齒	章	全清	三	冬	通	内	ㄥ尾	1	0		t		u		ng
影肴平	影母			肴韻	平聲	喉	影	全清	二	肴	效	外	ㄡ尾	1	0		v		a		
並虞上	並母			虞韻	上聲	唇	幫	全濁	三	虞	遇	内	ㄡ尾	1	1		b		uo	̇	
幫虞上	幫母			虞韻	上聲	唇	幫	全清	三	虞	遇	内	ㄡ尾	1	1		p		uo	̇	
孃合山入	孃母	合		山韻	入聲	舌	知	次濁	二	刪	山	外	ㄣ尾	0	1		n		e		n
日合仙入	日母	合		仙韻	入聲	齒	章	次濁	三	先	山	外	ㄣ尾	0	1		n		e		n
泥魂入	泥母			魂韻	入聲	舌	端	次濁	一	元	臻	外	ㄣ尾	0	1		n		o		n
曉江入	曉母			江韻	入聲	喉	影	全清	二	江	江	外	ㄥ尾	0	1		h		o		ng
匣侯上	匣母			侯韻	上聲	喉	影	全濁	一	尤	流	内	ㄡ尾	1	1		g		ou	̇	
曉侯上	曉母			侯韻	上聲	喉	影	全清	一	尤	流	内	ㄡ尾	1	1		h		ou	̇	
曉侯去	曉母			侯韻	去聲	喉	影	全清	一	尤	流	内	ㄡ尾	1	1		h		ou	̃	
心合眞入	心母	合		眞韻	入聲	齒	精	全清	三	真	臻	外	ㄣ尾	0	1		s		i		n
泥開先入	泥母	開		先韻	入聲	舌	端	次濁	四	先	山	外	ㄣ尾	0	1		n		e		n
曉開皆去	曉母	開		皆韻	去聲	喉	影	全清	二	佳	蟹	外	ㄟ尾	1	1		h		ei	̃	
定開齊平	定母	開		齊韻	平聲	舌	端	全濁	四	齊	蟹	外	ㄟ尾	1	0		d		e		
章開眞平	章母	開		眞韻	平聲	齒	章	全清	三	真	臻	外	ㄣ尾	1	0		t		i		n
常尤去	常母			尤韻	去聲	齒	章	全濁	三	尤	流	内	ㄡ尾	1	1		d		u	̃	
羣合B眞上	羣母	合	B紐	眞韻	上聲	牙	見	全濁	三	真	臻	外	ㄣ尾	1	1		g	l	i	̇	n
精虞平	精母			虞韻	平聲	齒	精	全清	三	虞	遇	内	ㄡ尾	1	0		c		uo		
曉合耕入	曉母	合		耕韻	入聲	喉	影	全清	二	庚	梗	外	ㄥ尾	0	1		h		e		ng
常開支平	常母	開		支韻	平聲	齒	章	全濁	三	支	止	内	ㄟ尾	1	0		d		e		
疑開唐入	疑母	開		唐韻	入聲	牙	見	次濁	一	陽	宕	内	ㄥ尾	0	1		ng		a		ng
來開陽入	來母	開		陽韻	入聲	舌		次濁	三	陽	宕	内	ㄥ尾	0	1		l		a		ng
莊侵入	莊母			侵韻	入聲	齒	莊	全清	三	侵	深	内	ㄇ尾	0	1		c		i		m
溪開B仙平	溪母	開	B紐	仙韻	平聲	牙	見	次清	三	先	山	外	ㄣ尾	1	0		kh	l	e		n
見侯平	見母			侯韻	平聲	牙	見	全清	一	尤	流	内	ㄡ尾	1	0		k		ou		
幫B支上	幫母		B紐	支韻	上聲	唇	幫	全清	三	支	止	内	ㄟ尾	1	1		p	l	e	̇	
幫B支平	幫母		B紐	支韻	平聲	唇	幫	全清	三	支	止	内	ㄟ尾	1	0		p	l	e		
幫唐入	幫母			唐韻	入聲	唇	幫	全清	一	陽	宕	内	ㄥ尾	0	1		p		a		ng
來開眞入	來母	開		眞韻	入聲	舌		次濁	三	真	臻	外	ㄣ尾	0	1		l		i		n
心宵去	心母			宵韻	去聲	齒	精	全清	三	蕭	效	外	ㄡ尾	1	1		s		e	̃	
匣冬去	匣母			冬韻	去聲	喉	影	全濁	一	冬	通	内	ㄥ尾	1	1		g		ou	̃	ng
匣冬平	匣母			冬韻	平聲	喉	影	全濁	一	冬	通	内	ㄥ尾	1	0		g		ou		ng
精三東入	精母			三東韻	入聲	齒	精	全清	三	東	通	内	ㄥ尾	0	1		c		uo		ng
來豪平	來母			豪韻	平聲	舌		次濁	一	豪	效	外	ㄡ尾	1	0		l		a		
知開眞入	知母	開		眞韻	入聲	舌	知	全清	三	真	臻	外	ㄣ尾	0	1		t		i		n
端開先入	端母	開		先韻	入聲	舌	端	全清	四	先	山	外	ㄣ尾	0	1		t		e		n
曉開佳平	曉母	開		佳韻	平聲	喉	影	全清	二	佳	蟹	外	ㄟ尾	1	0		h		e		
心侵入	心母			侵韻	入聲	齒	精	全清	三	侵	深	内	ㄇ尾	0	1		s		i		m
清開先入	清母	開		先韻	入聲	齒	精	次清	四	先	山	外	ㄣ尾	0	1		ch		e		n
徹開二麻平	徹母	開		二麻韻	平聲	舌	知	次清	二	麻	假	外		1	0		th		a		
精侵入	精母			侵韻	入聲	齒	精	全清	三	侵	深	内	ㄇ尾	0	1		c		i		m
匣合耕入	匣母	合		耕韻	入聲	喉	影	全濁	二	庚	梗	外	ㄥ尾	0	1		g		e		ng
疑開山平	疑母	開		山韻	平聲	牙	見	次濁	二	刪	山	外	ㄣ尾	1	0		ng		e		n
曉文入	曉母			文韻	入聲	喉	影	全清	三	文	臻	外	ㄣ尾	0	1		h		u		n
匣合一歌平	匣母	合		一歌韻	平聲	喉	影	全濁	一	歌	果	内		1	0		g		a		
見合一歌平	見母	合		一歌韻	平聲	牙	見	全清	一	歌	果	内		1	0		k		a		
疑嚴入	疑母			嚴韻	入聲	牙	見	次濁	三	鹽	咸	外	ㄇ尾	0	1		ng		am		m
曉合三歌平	曉母	合		三歌韻	平聲	喉	影	全清	三	歌	果	内		1	0		h		a		
曉開一歌上	曉母	開		一歌韻	上聲	喉	影	全清	一	歌	果	内		1	1		h		a	̇	
曉開二麻上	曉母	開		二麻韻	上聲	喉	影	全清	二	麻	假	外		1	1		h		a	̇	
曉開二麻去	曉母	開		二麻韻	去聲	喉	影	全清	二	麻	假	外		1	1		h		a	̃	
精合唐入	精母	合		唐韻	入聲	齒	精	全清	一	陽	宕	内	ㄥ尾	0	1		c		a		ng
精開唐入	精母	開		唐韻	入聲	齒	精	全清	一	陽	宕	内	ㄥ尾	0	1		c		a		ng
以開清入	以母	開		清韻	入聲	喉		次濁	三	庚	梗	外	ㄥ尾	0	1		y		e		ng
透咍上	透母			咍韻	上聲	舌	端	次清	一	灰	蟹	外	ㄟ尾	1	1		th		vi	̇	
疑之去	疑母			之韻	去聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	1		ng		y	̃	
疑開蒸入	疑母	開		蒸韻	入聲	牙	見	次濁	三	蒸	曾	内	ㄥ尾	0	1		ng		y		ng
莊臻入	莊母			臻韻	入聲	齒	莊	全清	三	真	臻	外	ㄣ尾	0	1		c		i		n
匣開先上	匣母	開		先韻	上聲	喉	影	全濁	四	先	山	外	ㄣ尾	1	1		g		e	̇	n
匣開先平	匣母	開		先韻	平聲	喉	影	全濁	四	先	山	外	ㄣ尾	1	0		g		e		n
羣開三庚入	羣母	開		三庚韻	入聲	牙	見	全濁	三	庚	梗	外	ㄥ尾	0	1		g		a		ng
精開眞入	精母	開		眞韻	入聲	齒	精	全清	三	真	臻	外	ㄣ尾	0	1		c		i		n
來開寒平	來母	開		寒韻	平聲	舌		次濁	一	寒	山	外	ㄣ尾	1	0		l		a		n
疑開三庚入	疑母	開		三庚韻	入聲	牙	見	次濁	三	庚	梗	外	ㄥ尾	0	1		ng		a		ng
孃侵入	孃母			侵韻	入聲	舌	知	次濁	三	侵	深	内	ㄇ尾	0	1		n		i		m
幫蒸入	幫母			蒸韻	入聲	唇	幫	全清	三	蒸	曾	内	ㄥ尾	0	1		p		y		ng
曉合先平	曉母	合		先韻	平聲	喉	影	全清	四	先	山	外	ㄣ尾	1	0		h		e		n
以尤平	以母			尤韻	平聲	喉		次濁	三	尤	流	内	ㄡ尾	1	0		y		u		
泥添入	泥母			添韻	入聲	舌	端	次濁	四	鹽	咸	外	ㄇ尾	0	1		n		e		m
章侵平	章母			侵韻	平聲	齒	章	全清	三	侵	深	内	ㄇ尾	1	0		t		i		m
透談平	透母			談韻	平聲	舌	端	次清	一	覃	咸	外	ㄇ尾	1	0		th		a		m
見三東入	見母			三東韻	入聲	牙	見	全清	三	東	通	内	ㄥ尾	0	1		k		uo		ng
影開A眞平	影母	開	A紐	眞韻	平聲	喉	影	全清	三	真	臻	外	ㄣ尾	1	0		v	y	i		n
來尤去	來母			尤韻	去聲	舌		次濁	三	尤	流	内	ㄡ尾	1	1		l		u	̃	
明三東入	明母			三東韻	入聲	唇	幫	次濁	三	東	通	内	ㄥ尾	0	1		m		uo		ng
並齊上	並母			齊韻	上聲	唇	幫	全濁	四	齊	蟹	外	ㄟ尾	1	1		b		e	̇	
徹鍾入	徹母			鍾韻	入聲	舌	知	次清	三	冬	通	内	ㄥ尾	0	1		th		u		ng
澄開陽平	澄母	開		陽韻	平聲	舌	知	全濁	三	陽	宕	内	ㄥ尾	1	0		d		a		ng
滂三東入	滂母			三東韻	入聲	唇	幫	次清	三	東	通	内	ㄥ尾	0	1		ph		uo		ng
來鍾上	來母			鍾韻	上聲	舌		次濁	三	冬	通	内	ㄥ尾	1	1		l		u	̇	ng
影開齊去	影母	開		齊韻	去聲	喉	影	全清	四	齊	蟹	外	ㄟ尾	1	1		v		e	̃	
影開齊平	影母	開		齊韻	平聲	喉	影	全清	四	齊	蟹	外	ㄟ尾	1	0		v		e		
精鍾平	精母			鍾韻	平聲	齒	精	全清	三	冬	通	内	ㄥ尾	1	0		c		u		ng
羣開微平	羣母	開		微韻	平聲	牙	見	全濁	三	微	止	内	ㄟ尾	1	0		g		ui		
來宵去	來母			宵韻	去聲	舌		次濁	三	蕭	效	外	ㄡ尾	1	1		l		e	̃	
來蕭平	來母			蕭韻	平聲	舌		次濁	四	蕭	效	外	ㄡ尾	1	0		l		e		
影開B脂去	影母	開	B紐	脂韻	去聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		v	l	i	̃	
匣豪去	匣母			豪韻	去聲	喉	影	全濁	一	豪	效	外	ㄡ尾	1	1		g		a	̃	
影鍾去	影母			鍾韻	去聲	喉	影	全清	三	冬	通	内	ㄥ尾	1	1		v		u	̃	ng
昌鹽去	昌母			鹽韻	去聲	齒	章	次清	三	鹽	咸	外	ㄇ尾	1	1		th		e	̃	m
澄侵入	澄母			侵韻	入聲	舌	知	全濁	三	侵	深	内	ㄇ尾	0	1		d		i		m
澄鹽入	澄母			鹽韻	入聲	舌	知	全濁	三	鹽	咸	外	ㄇ尾	0	1		d		e		m
澄開仙平	澄母	開		仙韻	平聲	舌	知	全濁	三	先	山	外	ㄣ尾	1	0		d		e		n
曉開B支平	曉母	開	B紐	支韻	平聲	喉	影	全清	三	支	止	内	ㄟ尾	1	0		h	l	e		
溪B宵去	溪母		B紐	宵韻	去聲	牙	見	次清	三	蕭	效	外	ㄡ尾	1	1		kh	l	e	̃	
泥開唐去	泥母	開		唐韻	去聲	舌	端	次濁	一	陽	宕	内	ㄥ尾	1	1		n		a	̃	ng
影文平	影母			文韻	平聲	喉	影	全清	三	文	臻	外	ㄣ尾	1	0		v		u		n
來三東平	來母			三東韻	平聲	舌		次濁	三	東	通	内	ㄥ尾	1	0		l		uo		ng
並三東入	並母			三東韻	入聲	唇	幫	全濁	三	東	通	内	ㄥ尾	0	1		b		uo		ng
精一東去	精母			一東韻	去聲	齒	精	全清	一	東	通	内	ㄥ尾	1	1		c		o	̃	ng
精一東平	精母			一東韻	平聲	齒	精	全清	一	東	通	内	ㄥ尾	1	0		c		o		ng
溪咍平	溪母			咍韻	平聲	牙	見	次清	一	灰	蟹	外	ㄟ尾	1	0		kh		vi		
端蕭平	端母			蕭韻	平聲	舌	端	全清	四	蕭	效	外	ㄡ尾	1	0		t		e		
溪灰上	溪母			灰韻	上聲	牙	見	次清	一	灰	蟹	外	ㄟ尾	1	1		kh		uoi	̇	
書開清入	書母	開		清韻	入聲	齒	章	全清	三	庚	梗	外	ㄥ尾	0	1		x		e		ng
書鹽上	書母			鹽韻	上聲	齒	章	全清	三	鹽	咸	外	ㄇ尾	1	1		x		e	̇	m
匣開耕上	匣母	開		耕韻	上聲	喉	影	全濁	二	庚	梗	外	ㄥ尾	1	1		g		e	̇	ng
孃鹽入	孃母			鹽韻	入聲	舌	知	次濁	三	鹽	咸	外	ㄇ尾	0	1		n		e		m
昌開清入	昌母	開		清韻	入聲	齒	章	次清	三	庚	梗	外	ㄥ尾	0	1		th		e		ng
見豪上	見母			豪韻	上聲	牙	見	全清	一	豪	效	外	ㄡ尾	1	1		k		a	̇	
從開三麻平	從母	開		三麻韻	平聲	齒	精	全濁	三	麻	假	外		1	0		z		a		
並寒上	並母			寒韻	上聲	唇	幫	全濁	一	寒	山	外	ㄣ尾	1	1		b		a	̇	n
曉開先入	曉母	開		先韻	入聲	喉	影	全清	四	先	山	外	ㄣ尾	0	1		h		e		n
曉開齊去	曉母	開		齊韻	去聲	喉	影	全清	四	齊	蟹	外	ㄟ尾	1	1		h		e	̃	
云合蒸入	云母	合		蒸韻	入聲	喉	影	次濁	三	蒸	曾	内	ㄥ尾	0	1		w		y		ng
曉蕭平	曉母			蕭韻	平聲	喉	影	全清	四	蕭	效	外	ㄡ尾	1	0		h		e		
溪A宵平	溪母		A紐	宵韻	平聲	牙	見	次清	三	蕭	效	外	ㄡ尾	1	0		kh	y	e		
泥模平	泥母			模韻	平聲	舌	端	次濁	一	虞	遇	内	ㄡ尾	1	0		n		o		
心覃入	心母			覃韻	入聲	齒	精	全清	一	覃	咸	外	ㄇ尾	0	1		s		v		m
昌鹽入	昌母			鹽韻	入聲	齒	章	次清	三	鹽	咸	外	ㄇ尾	0	1		th		e		m
昌鹽平	昌母			鹽韻	平聲	齒	章	次清	三	鹽	咸	外	ㄇ尾	1	0		th		e		m
孃開佳上	孃母	開		佳韻	上聲	舌	知	次濁	二	佳	蟹	外	ㄟ尾	1	1		n		e	̇	
滂耕平	滂母			耕韻	平聲	唇	幫	次清	二	庚	梗	外	ㄥ尾	1	0		ph		e		ng
泥合一歌上	泥母	合		一歌韻	上聲	舌	端	次濁	一	歌	果	内		1	1		n		a	̇	
疑合一歌上	疑母	合		一歌韻	上聲	牙	見	次濁	一	歌	果	内		1	1		ng		a	̇	
日之去	日母			之韻	去聲	齒	章	次濁	三	支	止	内	ㄟ尾	1	1		n		y	̃	
端合一歌去	端母	合		一歌韻	去聲	舌	端	全清	一	歌	果	内		1	1		t		a	̃	
曉B鹽上	曉母		B紐	鹽韻	上聲	喉	影	全清	三	鹽	咸	外	ㄇ尾	1	1		h	l	e	̇	m
曉添入	曉母			添韻	入聲	喉	影	全清	四	鹽	咸	外	ㄇ尾	0	1		h		e		m
溪添入	溪母			添韻	入聲	牙	見	次清	四	鹽	咸	外	ㄇ尾	0	1		kh		e		m
心豪上	心母			豪韻	上聲	齒	精	全清	一	豪	效	外	ㄡ尾	1	1		s		a	̇	
清開寒去	清母	開		寒韻	去聲	齒	精	次清	一	寒	山	外	ㄣ尾	1	1		ch		a	̃	n
定侯去	定母			侯韻	去聲	舌	端	全濁	一	尤	流	内	ㄡ尾	1	1		d		ou	̃	
心合一歌平	心母	合		一歌韻	平聲	齒	精	全清	一	歌	果	内		1	0		s		a		
清合一歌平	清母	合		一歌韻	平聲	齒	精	次清	一	歌	果	内		1	0		ch		a		
滂魂入	滂母			魂韻	入聲	唇	幫	次清	一	元	臻	外	ㄣ尾	0	1		ph		o		n
透覃入	透母			覃韻	入聲	舌	端	次清	一	覃	咸	外	ㄇ尾	0	1		th		v		m
明談上	明母			談韻	上聲	唇	幫	次濁	一	覃	咸	外	ㄇ尾	1	1		m		a	̇	m
影嚴去	影母			嚴韻	去聲	喉	影	全清	三	鹽	咸	外	ㄇ尾	1	1		v		am	̃	m
影灰上	影母			灰韻	上聲	喉	影	全清	一	灰	蟹	外	ㄟ尾	1	1		v		uoi	̇	
泥豪上	泥母			豪韻	上聲	舌	端	次濁	一	豪	效	外	ㄡ尾	1	1		n		a	̇	
透開寒去	透母	開		寒韻	去聲	舌	端	次清	一	寒	山	外	ㄣ尾	1	1		th		a	̃	n
並A仙平	並母		A紐	仙韻	平聲	唇	幫	全濁	三	先	山	外	ㄣ尾	1	0		b	y	e		n
初咸入	初母			咸韻	入聲	齒	莊	次清	二	咸	咸	外	ㄇ尾	0	1		ch		e		m
幫鍾平	幫母			鍾韻	平聲	唇	幫	全清	三	冬	通	内	ㄥ尾	1	0		p		u		ng
曉三東入	曉母			三東韻	入聲	喉	影	全清	三	東	通	内	ㄥ尾	0	1		h		uo		ng
影合A支去	影母	合	A紐	支韻	去聲	喉	影	全清	三	支	止	内	ㄟ尾	1	1		v	y	e	̃	
知開仙上	知母	開		仙韻	上聲	舌	知	全清	三	先	山	外	ㄣ尾	1	1		t		e	̇	n
溪侯去	溪母			侯韻	去聲	牙	見	次清	一	尤	流	内	ㄡ尾	1	1		kh		ou	̃	
匣開齊平	匣母	開		齊韻	平聲	喉	影	全濁	四	齊	蟹	外	ㄟ尾	1	0		g		e		
端覃入	端母			覃韻	入聲	舌	端	全清	一	覃	咸	外	ㄇ尾	0	1		t		v		m
清覃上	清母			覃韻	上聲	齒	精	次清	一	覃	咸	外	ㄇ尾	1	1		ch		v	̇	m
清覃入	清母			覃韻	入聲	齒	精	次清	一	覃	咸	外	ㄇ尾	0	1		ch		v		m
清覃平	清母			覃韻	平聲	齒	精	次清	一	覃	咸	外	ㄇ尾	1	0		ch		v		m
精開三麻平	精母	開		三麻韻	平聲	齒	精	全清	三	麻	假	外		1	0		c		a		
疑覃上	疑母			覃韻	上聲	牙	見	次濁	一	覃	咸	外	ㄇ尾	1	1		ng		v	̇	m
來虞上	來母			虞韻	上聲	舌		次濁	三	虞	遇	内	ㄡ尾	1	1		l		uo	̇	
日開仙平	日母	開		仙韻	平聲	齒	章	次濁	三	先	山	外	ㄣ尾	1	0		n		e		n
泥開先去	泥母	開		先韻	去聲	舌	端	次濁	四	先	山	外	ㄣ尾	1	1		n		e	̃	n
書侵上	書母			侵韻	上聲	齒	章	全清	三	侵	深	内	ㄇ尾	1	1		x		i	̇	m
泥添上	泥母			添韻	上聲	舌	端	次濁	四	鹽	咸	外	ㄇ尾	1	1		n		e	̇	m
生臻平	生母			臻韻	平聲	齒	莊	全清	三	真	臻	外	ㄣ尾	1	0		s		i		n
以開陽入	以母	開		陽韻	入聲	喉		次濁	三	陽	宕	内	ㄥ尾	0	1		y		a		ng
書開陽入	書母	開		陽韻	入聲	齒	章	全清	三	陽	宕	内	ㄥ尾	0	1		x		a		ng
以開清平	以母	開		清韻	平聲	喉		次濁	三	庚	梗	外	ㄥ尾	1	0		y		e		ng
匣合皆平	匣母	合		皆韻	平聲	喉	影	全濁	二	佳	蟹	外	ㄟ尾	1	0		g		ei		
明A支平	明母		A紐	支韻	平聲	唇	幫	次濁	三	支	止	内	ㄟ尾	1	0		m	y	e		
疑開B仙入	疑母	開	B紐	仙韻	入聲	牙	見	次濁	三	先	山	外	ㄣ尾	0	1		ng	l	e		n
從開寒去	從母	開		寒韻	去聲	齒	精	全濁	一	寒	山	外	ㄣ尾	1	1		z		a	̃	n
精開寒去	精母	開		寒韻	去聲	齒	精	全清	一	寒	山	外	ㄣ尾	1	1		c		a	̃	n
精之上	精母			之韻	上聲	齒	精	全清	三	支	止	内	ㄟ尾	1	1		c		y	̇	
章開祭去	章母	開		祭韻	去聲	齒	章	全清	三	齊	蟹	外	ㄟ尾	1	1		t		e	̃	
明B仙上	明母		B紐	仙韻	上聲	唇	幫	次濁	三	先	山	外	ㄣ尾	1	1		m	l	e	̇	n
明元上	明母			元韻	上聲	唇	幫	次濁	三	元	山	外	ㄣ尾	1	1		m		a	̇	n
泥侯上	泥母			侯韻	上聲	舌	端	次濁	一	尤	流	内	ㄡ尾	1	1		n		ou	̇	
見侯去	見母			侯韻	去聲	牙	見	全清	一	尤	流	内	ㄡ尾	1	1		k		ou	̃	
生合仙去	生母	合		仙韻	去聲	齒	莊	全清	三	先	山	外	ㄣ尾	1	1		s		e	̃	n
生合刪去	生母	合		刪韻	去聲	齒	莊	全清	二	刪	山	外	ㄣ尾	1	1		s		a	̃	n
見尤去	見母			尤韻	去聲	牙	見	全清	三	尤	流	内	ㄡ尾	1	1		k		u	̃	
見開皆去	見母	開		皆韻	去聲	牙	見	全清	二	佳	蟹	外	ㄟ尾	1	1		k		ei	̃	
以鍾平	以母			鍾韻	平聲	喉		次濁	三	冬	通	内	ㄥ尾	1	0		y		u		ng
疑開B支平	疑母	開	B紐	支韻	平聲	牙	見	次濁	三	支	止	内	ㄟ尾	1	0		ng	l	e		
來開唐上	來母	開		唐韻	上聲	舌		次濁	一	陽	宕	内	ㄥ尾	1	1		l		a	̇	ng
來開唐平	來母	開		唐韻	平聲	舌		次濁	一	陽	宕	内	ㄥ尾	1	0		l		a		ng
影開二麻平	影母	開		二麻韻	平聲	喉	影	全清	二	麻	假	外		1	0		v		a		
云虞上	云母			虞韻	上聲	喉	影	次濁	三	虞	遇	内	ㄡ尾	1	1		w		uo	̇	
影開先入	影母	開		先韻	入聲	喉	影	全清	四	先	山	外	ㄣ尾	0	1		v		e		n
溪開唐上	溪母	開		唐韻	上聲	牙	見	次清	一	陽	宕	内	ㄥ尾	1	1		kh		a	̇	ng
溪開唐平	溪母	開		唐韻	平聲	牙	見	次清	一	陽	宕	内	ㄥ尾	1	0		kh		a		ng
端添去	端母			添韻	去聲	舌	端	全清	四	鹽	咸	外	ㄇ尾	1	1		t		e	̃	m
羣B宵平	羣母		B紐	宵韻	平聲	牙	見	全濁	三	蕭	效	外	ㄡ尾	1	0		g	l	e		
明先平	明母			先韻	平聲	唇	幫	次濁	四	先	山	外	ㄣ尾	1	0		m		e		n
明三東去	明母			三東韻	去聲	唇	幫	次濁	三	東	通	内	ㄥ尾	1	1		m		uo	̃	ng
羣開B眞去	羣母	開	B紐	眞韻	去聲	牙	見	全濁	三	真	臻	外	ㄣ尾	1	1		g	l	i	̃	n
影虞平	影母			虞韻	平聲	喉	影	全清	三	虞	遇	内	ㄡ尾	1	0		v		uo		
精開一歌上	精母	開		一歌韻	上聲	齒	精	全清	一	歌	果	内		1	1		c		a	̇	
精開一歌去	精母	開		一歌韻	去聲	齒	精	全清	一	歌	果	内		1	1		c		a	̃	
幫一歌上	幫母			一歌韻	上聲	唇	幫	全清	一	歌	果	内		1	1		p		a	̇	
以宵去	以母			宵韻	去聲	喉		次濁	三	蕭	效	外	ㄡ尾	1	1		y		e	̃	
透灰上	透母			灰韻	上聲	舌	端	次清	一	灰	蟹	外	ㄟ尾	1	1		th		uoi	̇	
影覃上	影母			覃韻	上聲	喉	影	全清	一	覃	咸	外	ㄇ尾	1	1		v		v	̇	m
影覃平	影母			覃韻	平聲	喉	影	全清	一	覃	咸	外	ㄇ尾	1	0		v		v		m
溪開B支去	溪母	開	B紐	支韻	去聲	牙	見	次清	三	支	止	内	ㄟ尾	1	1		kh	l	e	̃	
見開B支上	見母	開	B紐	支韻	上聲	牙	見	全清	三	支	止	内	ㄟ尾	1	1		k	l	e	̇	
孃開仙上	孃母	開		仙韻	上聲	舌	知	次濁	三	先	山	外	ㄣ尾	1	1		n		e	̇	n
日合仙上	日母	合		仙韻	上聲	齒	章	次濁	三	先	山	外	ㄣ尾	1	1		n		e	̇	n
溪開A脂去	溪母	開	A紐	脂韻	去聲	牙	見	次清	三	支	止	内	ㄟ尾	1	1		kh	y	i	̃	
心魂入	心母			魂韻	入聲	齒	精	全清	一	元	臻	外	ㄣ尾	0	1		s		o		n
